 1.81237E-10 4.64915E-17 1.37068E-02 7.45097E-14 1.42169E-11 1.40487E-09 1.30161E-08 9.93315E-21
 5.50000E-07 1.60000E-06 9.00000E-08 1.10469E-09 8.26535E-12 3.00000E-07 3.65029E-12 7.43238E-12
 2.93728E-14 6.60168E-11 1.42760E-13 3.40018E-15 1.52688E-17 2.10000E-01 1.76614E-12 4.61021E-18
 4.75942E-20 2.61195E-11 2.30621E-12 5.31896E-14 3.00000E-04 1.87206E-10 6.61153E-17 8.90557E-03
 9.06943E-14 1.43823E-11 1.43370E-09 1.58894E-08 1.11031E-20 5.50502E-07 1.59374E-06 7.97137E-08
 1.09151E-09 8.11570E-12 2.99950E-07 4.53614E-12 8.56146E-12 3.95884E-14 1.01000E-10 3.60407E-13
 4.09350E-15 3.27191E-17 2.10005E-01 1.79818E-12 5.30867E-18 7.23420E-20 4.44062E-11 4.56201E-12
 6.51270E-14 3.04580E-04 1.84721E-10 9.76421E-17 5.65232E-03 1.09898E-13 1.43288E-11 1.39051E-09
 2.01403E-08 1.24110E-20 5.51065E-07 1.58838E-06 7.09371E-08 1.00320E-09 7.72134E-12 2.99896E-07
 5.64864E-12 1.00272E-11 5.30404E-14 1.46188E-10 9.46704E-13 5.25340E-15 7.77944E-17 2.10009E-01
 1.85227E-12 6.01094E-18 1.09023E-19 5.98280E-11 7.08924E-12 7.60124E-14 3.09070E-04 1.72973E-10
 1.44141E-16 3.35188E-03 1.28282E-13 1.37432E-11 1.24190E-09 2.55322E-08 1.34568E-20 5.51633E-07
 1.58390E-06 6.35119E-08 8.32922E-10 6.81501E-12 2.99836E-07 7.28633E-12 1.19756E-11 7.06470E-14
 1.92303E-10 2.53544E-12 6.58043E-15 1.96994E-16 2.10013E-01 1.96501E-12 6.67800E-18 1.64012E-19
 7.37881E-11 9.54363E-12 8.96541E-14 3.13412E-04 1.54679E-10 2.08236E-16 1.89723E-03 1.45698E-13
 1.27090E-11 1.03327E-09 3.16674E-08 1.42999E-20 5.52166E-07 1.58023E-06 5.72673E-08 6.34084E-10
 5.63469E-12 2.99769E-07 9.53567E-12 1.41655E-11 9.25450E-14 2.33528E-10 6.71189E-12 7.75145E-15
 4.86394E-16 2.10017E-01 2.15726E-12 7.47915E-18 2.50794E-19 8.74012E-11 1.17970E-11 1.06992E-13
 3.17536E-04 1.31267E-10 2.91974E-16 1.04276E-03 1.60031E-13 1.13328E-11 8.10344E-10 3.80724E-08
 1.48168E-20 5.52632E-07 1.57729E-06 5.20601E-08 4.53079E-10 4.45713E-12 2.99695E-07 1.20153E-11
 1.56894E-11 1.12467E-13 2.64460E-10 1.61483E-11 8.38567E-15 1.06147E-15 2.10021E-01 2.45926E-12
 8.49839E-18 3.88981E-19 1.01438E-10 1.36420E-11 1.29538E-13 3.21354E-04 1.04196E-10 3.97624E-16
 5.55201E-04 1.65048E-13 9.72620E-12 6.05407E-10 4.43926E-08 1.45721E-20 5.53020E-07 1.57494E-06
 4.77714E-08 3.11251E-10 3.42859E-12 2.99613E-07 1.37828E-11 1.53789E-11 1.16535E-13 2.82473E-10
 3.10912E-11 8.19999E-15 1.90718E-15 2.10025E-01 2.90575E-12 9.53158E-18 5.92547E-19 1.15920E-10
 1.47020E-11 1.59009E-13 3.24756E-04 7.91637E-11 5.30308E-16 2.85598E-04 1.63236E-13 8.08954E-12
 4.34397E-10 5.05638E-08 1.39059E-20 5.53326E-07 1.57304E-06 4.42604E-08 2.06235E-10 2.55045E-12
 2.99521E-07 1.52911E-11 1.42345E-11 1.11633E-13 2.92054E-10 4.58616E-11 7.60130E-15 3.16154E-15
 2.10027E-01 3.44312E-12 1.04060E-17 8.75937E-19 1.28912E-10 1.48963E-11 1.92324E-13 3.27606E-04
 6.06561E-11 6.98186E-16 1.41515E-04 1.66028E-13 6.57941E-12 3.01922E-10 5.66488E-08 1.37938E-20
 5.53556E-07 1.57143E-06 4.13878E-08 1.30418E-10 1.80314E-12 2.99418E-07 1.85415E-11 1.41247E-11
 1.19587E-13 3.00232E-10 5.34865E-11 7.22594E-15 5.88782E-15 2.10029E-01 3.85684E-12 1.11422E-17
 1.27159E-18 1.36109E-10 1.44840E-11 2.17122E-13 3.29735E-04 4.75015E-11 9.15511E-16 6.73966E-05
 1.78154E-13 5.24645E-12 2.04370E-10 6.29541E-08 1.45544E-20 5.53728E-07 1.56994E-06 3.89449E-08
 7.85801E-11 1.21755E-12 2.99296E-07 2.46232E-11 1.51547E-11 1.47177E-13 3.11165E-10 5.20824E-11
 7.23813E-15 1.21958E-14 2.10031E-01 3.75532E-12 1.09869E-17 1.70853E-18 1.31348E-10 1.33527E-11
 2.10741E-13 3.31002E-04 3.57321E-11 1.23356E-15 3.07016E-05 1.90025E-13 3.98314E-12 1.24625E-10
 7.16170E-08 1.51871E-20 5.53880E-07 1.56800E-06 3.62889E-08 4.16211E-11 7.80784E-13 2.99100E-07
