 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  8.45E+13 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
 INITIAL MIXING RATIOS OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  
    58.5   7.72E+01 -3.62E-01 -3.79E-01 -1.25E+01 -3.67E+01 -5.51E-01
    59.5   7.60E+01 -3.62E-01 -3.79E-01 -1.48E+01 -4.08E+01 -6.01E-01
    60.5   7.47E+01 -3.62E-01 -3.79E-01 -1.70E+01 -4.47E+01 -6.45E-01
    61.5   7.34E+01 -3.62E-01 -3.79E-01 -1.91E+01 -4.83E+01 -6.88E-01
    62.5   7.21E+01 -3.62E-01 -3.79E-01 -2.10E+01 -5.18E+01 -7.28E-01
    63.5   6.71E+01 -3.62E-01 -3.79E-01 -2.36E+01 -5.70E+01 -8.38E-01
    64.5   6.69E+01 -3.62E-01 -3.79E-01 -2.45E+01 -5.88E+01 -8.59E-01
    65.5   6.69E+01 -3.62E-01 -3.79E-01 -2.52E+01 -5.99E+01 -8.83E-01
    66.5   6.53E+01 -3.62E-01 -3.79E-01 -2.61E+01 -6.16E+01 -9.46E-01
    67.5   6.43E+01 -3.62E-01 -3.79E-01 -2.67E+01 -6.29E+01 -1.00E+00
    68.5   6.29E+01 -3.62E-01 -3.79E-01 -2.74E+01 -6.42E+01 -1.10E+00
    69.5   6.17E+01 -3.62E-01 -3.79E-01 -2.80E+01 -6.54E+01 -1.21E+00
    70.5   5.99E+01 -3.62E-01 -3.79E-01 -2.86E+01 -6.66E+01 -1.36E+00
    71.5   5.91E+01 -3.62E-01 -3.79E-01 -2.90E+01 -6.75E+01 -1.50E+00
    72.5   5.80E+01 -3.62E-01 -3.80E-01 -2.95E+01 -6.82E+01 -1.65E+00
    73.5   5.71E+01 -3.62E-01 -3.80E-01 -2.98E+01 -6.89E+01 -1.77E+00
    74.5   5.60E+01 -3.62E-01 -3.80E-01 -3.02E+01 -6.96E+01 -1.86E+00
    75.5   5.51E+01 -3.62E-01 -3.80E-01 -3.05E+01 -7.02E+01 -1.86E+00
    76.5   5.39E+01 -3.62E-01 -3.80E-01 -3.08E+01 -7.09E+01 -1.83E+00
    77.5   5.32E+01 -3.62E-01 -3.81E-01 -3.10E+01 -7.14E+01 -1.71E+00
    78.5   5.19E+01 -3.63E-01 -3.81E-01 -3.13E+01 -7.21E+01 -1.62E+00
    79.5   5.12E+01 -3.63E-01 -3.81E-01 -3.15E+01 -7.27E+01 -1.56E+00
    80.5   4.99E+01 -3.63E-01 -3.82E-01 -3.18E+01 -7.33E+01 -1.36E+00
    81.5   4.91E+01 -3.63E-01 -3.81E-01 -3.19E+01 -7.35E+01 -6.18E-01
    82.5   4.78E+01 -3.63E-01 -3.79E-01 -3.19E+01 -7.36E+01 -4.03E-01
    83.5   4.71E+01 -3.62E-01 -3.73E-01 -3.19E+01 -7.36E+01 -3.69E-01
    84.5   4.62E+01 -3.62E-01 -3.63E-01 -3.20E+01 -7.36E+01 -3.42E-01
    85.5   4.52E+01 -3.62E-01 -3.49E-01 -3.20E+01 -7.36E+01 -3.00E-01
    86.5   4.52E+01 -3.62E-01 -3.34E-01 -3.21E+01 -7.36E+01 -2.36E-01
    87.5   4.53E+01 -3.61E-01 -3.17E-01 -3.21E+01 -7.36E+01 -1.46E-01
    88.5   4.55E+01 -3.61E-01 -3.00E-01 -3.22E+01 -7.36E+01 -2.55E-02
    89.5   4.56E+01 -3.61E-01 -2.84E-01 -3.22E+01 -7.36E+01  1.28E-01
    90.5   4.64E+01 -3.61E-01 -2.69E-01 -3.23E+01 -7.36E+01  3.14E-01
    91.5   4.77E+01 -3.61E-01 -2.56E-01 -3.24E+01 -7.37E+01  5.32E-01
    92.5   4.85E+01 -3.61E-01 -2.44E-01 -3.24E+01 -7.37E+01  7.90E-01
    93.5   4.96E+01 -3.60E-01 -2.32E-01 -3.25E+01 -7.37E+01  1.08E+00
    94.5   5.07E+01 -3.60E-01 -2.22E-01 -3.26E+01 -7.38E+01  1.40E+00
    95.5   5.16E+01 -3.60E-01 -2.13E-01 -3.27E+01 -7.38E+01  1.76E+00
    96.5   5.27E+01 -3.60E-01 -2.05E-01 -3.28E+01 -7.39E+01  2.13E+00
    97.5   5.39E+01 -3.60E-01 -1.99E-01 -3.30E+01 -7.40E+01  2.52E+00
    98.5   5.53E+01 -3.60E-01 -1.95E-01 -3.31E+01 -7.41E+01  2.91E+00
    99.5   5.67E+01 -3.60E-01 -1.93E-01 -3.33E+01 -7.42E+01  3.28E+00
 
 -----18O budget-----------------

 CONSERVATION OF OXYGENI:
     OXYLOSI = 1.646E+12  OXYPROI = 1.646E+12  CONOXYI =-1.962E+07   ERRI = -1.192E-03 %

     OXYDEPI = 1.644E+12  OXYRANI = 1.239E+09  OXYUPI =  3.294E+06  TPI-TLI(H2Q) = 8.279E+08
     FLOW(LCQ) = 9.697E+08  FLOW(LN2Q) = 4.019E+06
     GPP-FLOW(LOQ)= 4.525E+09  GPPOQ= 9.523E+11  GPP-FLOW(LCOQ)=-2.836E+09  GPPCOQ= 6.937E+11

     2*FLOW(O2) =-2.30975E+14  FLOW(OQ) =-9.47759E+11
     Vdep O2/CO2 from Main code =   -2.29073927E-05   -1.17776640E-02

      H2Q     TPI       TLI       TPI-TLI 
     TROPOS 5.647E+10 5.570E+10 7.711E+08
     STRATO 4.385E+08 3.817E+08 5.674E+07
     TOTAL  5.691E+10 5.609E+10 8.279E+08
 cap-DELTA 17O profiles
 
                     Z(km)  H2CQ      Q         H2Q       QH        HOQ       H2OQ      O2Q       OQO       CQ        CH3OQH  
                     0.5 -1.44E-01 -1.10E+00 -1.11E-13  3.37E-01  4.50E-01  5.46E-01  4.02E+01  1.13E+00 -3.31E-02 -1.44E-01
                     1.5 -1.43E-01 -1.11E+00  3.81E-06  5.21E-01  5.72E-01  6.28E-01  4.03E+01  1.10E+00 -3.64E-02 -1.44E-01
                     2.5 -1.43E-01 -1.12E+00  1.26E-05  8.25E-01  7.47E-01  7.59E-01  4.03E+01  1.07E+00 -3.97E-02 -1.44E-01
                     3.5 -1.43E-01 -1.13E+00  3.36E-05  1.35E+00  9.72E-01  9.28E-01  4.03E+01  1.05E+00 -4.28E-02 -1.44E-01
                     4.5 -1.43E-01 -1.15E+00  8.36E-05  2.21E+00  1.25E+00  1.13E+00  4.03E+01  1.02E+00 -4.56E-02 -1.44E-01
                     5.5 -1.43E-01 -1.17E+00  2.01E-04  3.49E+00  1.57E+00  1.36E+00  4.02E+01  9.90E-01 -4.80E-02 -1.44E-01
                     6.5 -1.42E-01 -1.18E+00  4.80E-04  5.33E+00  1.93E+00  1.61E+00  4.00E+01  9.62E-01 -4.98E-02 -1.44E-01
                     7.5 -1.42E-01 -1.20E+00  1.15E-03  7.48E+00  2.31E+00  1.87E+00  3.98E+01  9.34E-01 -5.13E-02 -1.44E-01
                     8.5 -1.41E-01 -1.23E+00  2.83E-03  8.95E+00  2.63E+00  2.09E+00  3.95E+01  9.06E-01 -5.23E-02 -1.44E-01
                     9.5 -1.40E-01 -1.25E+00  7.20E-03  9.13E+00  2.84E+00  2.28E+00  3.92E+01  8.79E-01 -5.31E-02 -1.44E-01
                    10.5 -1.39E-01 -1.27E+00  2.02E-02  8.89E+00  3.12E+00  2.48E+00  3.88E+01  8.51E-01 -5.38E-02 -1.44E-01
                    11.5 -1.36E-01 -1.30E+00  7.61E-02  9.19E+00  3.72E+00  2.78E+00  3.84E+01  8.23E-01 -5.45E-02 -1.44E-01
                    12.5 -1.27E-01 -1.30E+00  1.67E-01  1.18E+01  5.59E+00  3.55E+00  3.87E+01  8.22E-01 -5.50E-02 -1.43E-01
                    13.5 -1.08E-01 -1.29E+00  3.17E-01  1.59E+01  9.12E+00  6.03E+00  3.90E+01  8.22E-01 -5.44E-02 -1.43E-01
                    14.5 -7.71E-02 -1.29E+00  5.77E-01  2.07E+01  1.43E+01  1.21E+01  3.93E+01  8.22E-01 -5.11E-02 -1.43E-01
                    15.5 -3.55E-02 -1.29E+00  9.51E-01  2.51E+01  1.99E+01  1.92E+01  3.96E+01  8.21E-01 -4.24E-02 -1.43E-01
                    16.5  1.59E-02 -1.28E+00  1.44E+00  2.85E+01  2.48E+01  2.47E+01  3.98E+01  8.21E-01 -2.55E-02 -1.43E-01
                    17.5  7.31E-02 -1.28E+00  2.01E+00  3.09E+01  2.85E+01  2.85E+01  4.00E+01  8.21E-01  2.38E-03 -1.44E-01
                    18.5  1.32E-01 -1.28E+00  2.66E+00  3.25E+01  3.11E+01  3.12E+01  4.01E+01  8.20E-01  4.20E-02 -1.45E-01
                    19.5  1.90E-01 -1.28E+00  3.34E+00  3.36E+01  3.30E+01  3.31E+01  4.02E+01  8.20E-01  9.15E-02 -1.45E-01
                    20.5  2.43E-01 -1.28E+00  4.04E+00  3.44E+01  3.43E+01  3.44E+01  4.04E+01  8.19E-01  1.46E-01 -1.46E-01
                    21.5  2.79E-01 -1.28E+00  4.72E+00  3.51E+01  3.54E+01  3.54E+01  4.06E+01  8.22E-01  2.00E-01 -1.47E-01
                    22.5  3.10E-01 -1.27E+00  5.40E+00  3.56E+01  3.62E+01  3.63E+01  4.08E+01  8.26E-01  2.51E-01 -1.48E-01
                    23.5  3.37E-01 -1.27E+00  6.05E+00  3.60E+01  3.68E+01  3.68E+01  4.10E+01  8.30E-01  2.97E-01 -1.49E-01
                    24.5  3.63E-01 -1.26E+00  6.67E+00  3.61E+01  3.72E+01  3.72E+01  4.12E+01  8.33E-01  3.38E-01 -1.49E-01
                    25.5  3.89E-01 -1.26E+00  7.26E+00  3.61E+01  3.75E+01  3.75E+01  4.14E+01  8.37E-01  3.77E-01 -1.50E-01
                    26.5  4.17E-01 -1.25E+00  7.82E+00  3.57E+01  3.75E+01  3.75E+01  4.16E+01  8.40E-01  4.16E-01 -1.51E-01
                    27.5  4.48E-01 -1.25E+00  8.33E+00  3.50E+01  3.74E+01  3.73E+01  4.17E+01  8.44E-01  4.56E-01 -1.52E-01
                    28.5  4.82E-01 -1.24E+00  8.80E+00  3.39E+01  3.70E+01  3.69E+01  4.19E+01  8.47E-01  4.99E-01 -1.53E-01
                    29.5  5.16E-01 -1.24E+00  9.22E+00  3.25E+01  3.64E+01  3.63E+01  4.21E+01  8.51E-01  5.46E-01 -1.54E-01
                    30.5  5.48E-01 -1.24E+00  9.57E+00  3.08E+01  3.56E+01  3.55E+01  4.22E+01  8.54E-01  5.98E-01 -1.55E-01
                    31.5  5.75E-01 -1.23E+00  9.84E+00  2.87E+01  3.46E+01  3.45E+01  4.24E+01  8.58E-01  6.53E-01 -1.56E-01
                    32.5  5.94E-01 -1.23E+00  1.00E+01  2.64E+01  3.33E+01  3.33E+01  4.25E+01  8.61E-01  7.12E-01 -1.56E-01
                    33.5  5.87E-01 -1.22E+00  1.01E+01  2.39E+01  3.20E+01  3.20E+01  4.29E+01  8.71E-01  7.70E-01 -1.57E-01
                    34.5  5.66E-01 -1.21E+00  1.01E+01  2.13E+01  3.05E+01  3.05E+01  4.32E+01  8.83E-01  8.31E-01 -1.58E-01
                    35.5  5.38E-01 -1.20E+00  1.00E+01  1.86E+01  2.87E+01  2.87E+01  4.36E+01  8.94E-01  9.00E-01 -1.58E-01
                    36.5  5.08E-01 -1.19E+00  9.89E+00  1.58E+01  2.67E+01  2.67E+01  4.40E+01  9.05E-01  9.80E-01 -1.59E-01
                    37.5  4.81E-01 -1.18E+00  9.67E+00  1.30E+01  2.44E+01  2.43E+01  4.44E+01  9.17E-01  1.08E+00 -1.59E-01
                    38.5  4.57E-01 -1.17E+00  9.40E+00  1.04E+01  2.17E+01  2.16E+01  4.47E+01  9.28E-01  1.19E+00 -1.60E-01
                    39.5  4.40E-01 -1.16E+00  9.13E+00  8.16E+00  1.87E+01  1.85E+01  4.51E+01  9.40E-01  1.32E+00 -1.60E-01
                    40.5  4.30E-01 -1.15E+00  8.85E+00  6.47E+00  1.55E+01  1.52E+01  4.54E+01  9.52E-01  1.47E+00 -1.60E-01
                    41.5  4.26E-01 -1.14E+00  8.60E+00  5.42E+00  1.24E+01  1.21E+01  4.58E+01  9.63E-01  1.66E+00 -1.60E-01
                    42.5  4.26E-01 -1.13E+00  8.37E+00  4.93E+00  9.58E+00  9.41E+00  4.61E+01  9.75E-01  1.90E+00 -1.61E-01
                    43.5  4.27E-01 -1.12E+00  8.19E+00  4.87E+00  7.26E+00  7.19E+00  4.65E+01  9.86E-01  2.19E+00 -1.61E-01
                    44.5  4.26E-01 -1.11E+00  8.03E+00  5.06E+00  5.45E+00  5.46E+00  4.68E+01  9.98E-01  2.54E+00 -1.61E-01
                    45.5  4.21E-01 -1.10E+00  7.90E+00  5.38E+00  4.08E+00  4.16E+00  4.72E+01  1.01E+00  2.96E+00 -1.61E-01
                    46.5  4.12E-01 -1.09E+00  7.79E+00  5.75E+00  3.05E+00  3.19E+00  4.75E+01  1.02E+00  3.44E+00 -1.61E-01
                    47.5  4.02E-01 -1.08E+00  7.70E+00  6.13E+00  2.29E+00  2.46E+00  4.79E+01  1.03E+00  3.99E+00 -1.62E-01
                    48.5  4.03E-01 -1.08E+00  7.61E+00  6.43E+00  1.72E+00  1.90E+00  4.80E+01  1.04E+00  4.62E+00 -1.62E-01
                    49.5  4.09E-01 -1.08E+00  7.52E+00  6.67E+00  1.29E+00  1.47E+00  4.80E+01  1.04E+00  5.31E+00 -1.62E-01
                    50.5  4.13E-01 -1.08E+00  7.44E+00  6.89E+00  9.61E-01  1.14E+00  4.80E+01  1.04E+00  6.04E+00 -1.62E-01
                    51.5  4.14E-01 -1.08E+00  7.36E+00  7.08E+00  7.11E-01  8.76E-01  4.80E+01  1.04E+00  6.77E+00 -1.62E-01
                    52.5  4.25E-01 -1.08E+00  7.28E+00  7.15E+00  5.18E-01  6.69E-01  4.78E+01  1.03E+00  7.47E+00 -1.62E-01
                    53.5  4.44E-01 -1.09E+00  7.20E+00  7.13E+00  3.67E-01  5.04E-01  4.75E+01  1.02E+00  8.11E+00 -1.62E-01
                    54.5  4.59E-01 -1.10E+00  7.11E+00  7.08E+00  2.50E-01  3.72E-01  4.71E+01  1.01E+00  8.67E+00 -1.62E-01
                    55.5  4.69E-01 -1.11E+00  7.02E+00  6.97E+00  1.59E-01  2.66E-01  4.68E+01  9.95E-01  9.13E+00 -1.62E-01
                    56.5  4.72E-01 -1.12E+00  6.93E+00  6.82E+00  8.88E-02  1.80E-01  4.64E+01  9.83E-01  9.51E+00 -1.62E-01
                    57.5  4.67E-01 -1.13E+00  6.84E+00  6.61E+00  3.41E-02  1.11E-01  4.61E+01  9.71E-01  9.80E+00 -1.62E-01
                    58.5  4.54E-01 -1.14E+00  6.75E+00  6.35E+00 -8.23E-03  5.58E-02  4.57E+01  9.59E-01  1.00E+01 -1.62E-01
                    59.5  4.33E-01 -1.15E+00  6.65E+00  6.04E+00 -4.08E-02  1.13E-02  4.54E+01  9.47E-01  1.02E+01 -1.62E-01
                    60.5  4.03E-01 -1.16E+00  6.55E+00  5.70E+00 -6.59E-02 -2.43E-02  4.50E+01  9.35E-01  1.03E+01 -1.62E-01
                    61.5  3.69E-01 -1.17E+00  6.44E+00  5.33E+00 -8.51E-02 -5.28E-02  4.47E+01  9.24E-01  1.04E+01 -1.62E-01
                    62.5  3.39E-01 -1.18E+00  6.34E+00  4.96E+00 -9.98E-02 -7.58E-02  4.43E+01  9.11E-01  1.05E+01 -1.62E-01
                    63.5  3.67E-01 -1.22E+00  6.23E+00  4.22E+00 -1.13E-01 -9.47E-02  4.29E+01  8.66E-01  1.05E+01 -1.62E-01
                    64.5  2.88E-01 -1.22E+00  6.13E+00  3.97E+00 -1.22E-01 -1.08E-01  4.29E+01  8.64E-01  1.05E+01 -1.62E-01
                    65.5  1.71E-01 -1.22E+00  6.01E+00  3.70E+00 -1.28E-01 -1.18E-01  4.29E+01  8.64E-01  1.06E+01 -1.62E-01
                    66.5  5.70E-02 -1.24E+00  5.90E+00  3.29E+00 -1.34E-01 -1.27E-01  4.24E+01  8.49E-01  1.06E+01 -1.62E-01
                    67.5 -5.07E-02 -1.25E+00  5.78E+00  2.95E+00 -1.39E-01 -1.35E-01  4.22E+01  8.41E-01  1.06E+01 -1.62E-01
                    68.5 -1.17E-01 -1.26E+00  5.65E+00  2.56E+00 -1.43E-01 -1.41E-01  4.18E+01  8.28E-01  1.06E+01 -1.62E-01
                    69.5 -1.49E-01 -1.27E+00  5.53E+00  2.18E+00 -1.47E-01 -1.46E-01  4.14E+01  8.17E-01  1.06E+01 -1.62E-01
                    70.5 -1.62E-01 -1.29E+00  5.40E+00  1.79E+00 -1.51E-01 -1.51E-01  4.09E+01  8.02E-01  1.06E+01 -1.62E-01
                    71.5 -1.67E-01 -1.30E+00  5.27E+00  1.48E+00 -1.54E-01 -1.55E-01  4.07E+01  7.94E-01  1.06E+01 -1.62E-01
                    72.5 -1.69E-01 -1.31E+00  5.13E+00  1.20E+00 -1.58E-01 -1.59E-01  4.04E+01  7.85E-01  1.06E+01 -1.62E-01
                    73.5 -1.69E-01 -1.32E+00  4.99E+00  9.65E-01 -1.62E-01 -1.62E-01  4.02E+01  7.77E-01  1.05E+01 -1.62E-01
                    74.5 -1.69E-01 -1.33E+00  4.84E+00  7.54E-01 -1.65E-01 -1.65E-01  3.98E+01  7.67E-01  1.05E+01 -1.62E-01
                    75.5 -1.68E-01 -1.34E+00  4.68E+00  5.95E-01 -1.67E-01 -1.67E-01  3.96E+01  7.60E-01  1.05E+01 -1.62E-01
                    76.5 -1.68E-01 -1.35E+00  4.52E+00  4.42E-01 -1.69E-01 -1.69E-01  3.93E+01  7.50E-01  1.05E+01 -1.62E-01
                    77.5 -1.68E-01 -1.36E+00  4.36E+00  3.31E-01 -1.70E-01 -1.70E-01  3.90E+01  7.44E-01  1.05E+01 -1.62E-01
                    78.5 -1.67E-01 -1.37E+00  4.20E+00  1.75E-01 -1.71E-01 -1.71E-01  3.87E+01  7.33E-01  1.05E+01 -1.62E-01
                    79.5 -1.67E-01 -1.38E+00  4.05E+00 -1.29E-02 -1.72E-01 -1.71E-01  3.85E+01  7.27E-01  1.05E+01 -1.62E-01
                    80.5 -1.67E-01 -1.40E+00  3.93E+00 -9.63E-02 -1.71E-01 -1.70E-01  3.81E+01  7.16E-01  1.05E+01 -1.62E-01
                    81.5 -1.66E-01 -1.40E+00  3.86E+00  1.05E+00 -1.61E-01 -1.68E-01  3.79E+01  7.10E-01  1.05E+01 -1.62E-01
                    82.5 -1.64E-01 -1.42E+00  3.83E+00  4.83E+00 -1.60E-01 -1.68E-01  3.75E+01  6.98E-01  1.05E+01 -1.62E-01
                    83.5 -1.64E-01 -1.43E+00  3.81E+00  1.03E+01 -1.61E-01 -1.68E-01  3.73E+01  6.94E-01  1.04E+01 -1.61E-01
                    84.5 -1.63E-01 -1.44E+00  3.79E+00  1.56E+01 -1.60E-01 -1.68E-01  3.71E+01  6.87E-01  1.04E+01 -1.61E-01
                    85.5 -1.62E-01 -1.45E+00  3.79E+00  2.00E+01 -1.59E-01 -1.68E-01  3.68E+01  6.79E-01  1.04E+01 -1.61E-01
                    86.5 -1.61E-01 -1.45E+00  3.78E+00  2.36E+01 -1.57E-01 -1.68E-01  3.68E+01  6.80E-01  1.03E+01 -1.61E-01
                    87.5 -1.58E-01 -1.44E+00  3.78E+00  2.63E+01 -1.55E-01 -1.68E-01  3.68E+01  6.83E-01  1.03E+01 -1.61E-01
                    88.5 -1.55E-01 -1.44E+00  3.78E+00  2.83E+01 -1.52E-01 -1.68E-01  3.68E+01  6.86E-01  1.02E+01 -1.61E-01
                    89.5 -1.51E-01 -1.44E+00  3.78E+00  2.98E+01 -1.48E-01 -1.68E-01  3.68E+01  6.90E-01  1.01E+01 -1.61E-01
                    90.5 -1.46E-01 -1.42E+00  3.78E+00  3.10E+01 -1.43E-01 -1.68E-01  3.69E+01  7.00E-01  1.00E+01 -1.61E-01
                    91.5 -1.41E-01 -1.41E+00  3.78E+00  3.21E+01 -1.37E-01 -1.68E-01  3.72E+01  7.14E-01  9.93E+00 -1.61E-01
                    92.5 -1.35E-01 -1.39E+00  3.78E+00  3.28E+01 -1.30E-01 -1.68E-01  3.74E+01  7.26E-01  9.81E+00 -1.61E-01
                    93.5 -1.29E-01 -1.38E+00  3.78E+00  3.35E+01 -1.23E-01 -1.68E-01  3.76E+01  7.39E-01  9.68E+00 -1.61E-01
                    94.5 -1.23E-01 -1.36E+00  3.78E+00  3.40E+01 -1.14E-01 -1.68E-01  3.79E+01  7.54E-01  9.52E+00 -1.61E-01
                    95.5 -1.17E-01 -1.35E+00  3.78E+00  3.44E+01 -1.05E-01 -1.68E-01  3.80E+01  7.68E-01  9.35E+00 -1.61E-01
                    96.5 -1.11E-01 -1.33E+00  3.78E+00  3.48E+01 -9.59E-02 -1.68E-01  3.82E+01  7.83E-01  9.15E+00 -1.61E-01
                    97.5 -1.06E-01 -1.31E+00  3.78E+00  3.50E+01 -8.62E-02 -1.68E-01  3.85E+01  8.00E-01  8.93E+00 -1.61E-01
                    98.5 -1.01E-01 -1.29E+00  3.78E+00  3.53E+01 -7.70E-02 -1.68E-01  3.88E+01  8.17E-01  8.68E+00 -1.61E-01
                    99.5 -9.82E-02 -1.27E+00  3.78E+00  3.54E+01 -6.80E-02 -1.68E-01  3.91E+01  8.34E-01  8.40E+00 -1.61E-01
 
                     Z(km)  CH3QOH    CH3OQ     CH3QO     N2Q       NQ        NOQ       HNOQ      HNO2Q     HOQNO2    HO2NOQ  
                     0.5 -1.44E-01 -1.44E-01 -1.44E-01  6.63E-02  2.36E+01  2.38E+01  1.21E+01  1.85E+01  9.82E-01  2.38E+01
                     1.5 -1.44E-01 -1.44E-01 -1.44E-01  6.63E-02  2.42E+01  2.44E+01  1.25E+01  1.89E+01  1.20E+00  2.44E+01
                     2.5 -1.44E-01 -1.44E-01 -1.44E-01  6.63E-02  2.51E+01  2.53E+01  1.31E+01  1.94E+01  1.51E+00  2.54E+01
                     3.5 -1.44E-01 -1.44E-01 -1.44E-01  6.63E-02  2.64E+01  2.66E+01  1.41E+01  1.99E+01  1.90E+00  2.66E+01
                     4.5 -1.44E-01 -1.44E-01 -1.44E-01  6.63E-02  2.77E+01  2.79E+01  1.51E+01  2.06E+01  2.36E+00  2.80E+01
                     5.5 -1.44E-01 -1.44E-01 -1.44E-01  6.63E-02  2.89E+01  2.92E+01  1.64E+01  2.12E+01  2.85E+00  2.92E+01
                     6.5 -1.44E-01 -1.44E-01 -1.44E-01  6.64E-02  3.00E+01  3.02E+01  1.78E+01  2.19E+01  3.34E+00  3.03E+01
                     7.5 -1.44E-01 -1.44E-01 -1.44E-01  6.64E-02  3.09E+01  3.12E+01  1.94E+01  2.26E+01  3.76E+00  3.12E+01
                     8.5 -1.44E-01 -1.44E-01 -1.44E-01  6.64E-02  3.17E+01  3.20E+01  2.05E+01  2.33E+01  4.11E+00  3.19E+01
                     9.5 -1.44E-01 -1.44E-01 -1.44E-01  6.64E-02  3.24E+01  3.26E+01  2.09E+01  2.39E+01  4.43E+00  3.25E+01
                    10.5 -1.44E-01 -1.44E-01 -1.44E-01  6.64E-02  3.33E+01  3.35E+01  2.12E+01  2.48E+01  4.87E+00  3.33E+01
                    11.5 -1.44E-01 -1.44E-01 -1.44E-01  6.65E-02  3.49E+01  3.51E+01  2.22E+01  2.63E+01  5.84E+00  3.47E+01
                    12.5 -1.43E-01 -1.43E-01 -1.43E-01  6.66E-02  3.71E+01  3.72E+01  2.46E+01  2.86E+01  8.37E+00  3.68E+01
                    13.5 -1.43E-01 -1.43E-01 -1.43E-01  6.68E-02  3.83E+01  3.84E+01  2.72E+01  3.12E+01  1.29E+01  3.83E+01
                    14.5 -1.43E-01 -1.43E-01 -1.43E-01  6.73E-02  3.90E+01  3.90E+01  2.99E+01  3.33E+01  1.87E+01  3.90E+01
                    15.5 -1.43E-01 -1.43E-01 -1.43E-01  6.79E-02  3.93E+01  3.94E+01  3.23E+01  3.49E+01  2.44E+01  3.94E+01
                    16.5 -1.43E-01 -1.43E-01 -1.43E-01  6.87E-02  3.96E+01  3.96E+01  3.41E+01  3.61E+01  2.89E+01  3.96E+01
                    17.5 -1.44E-01 -1.44E-01 -1.44E-01  6.96E-02  3.98E+01  3.98E+01  3.53E+01  3.69E+01  3.22E+01  3.98E+01
                    18.5 -1.45E-01 -1.45E-01 -1.45E-01  7.07E-02  3.99E+01  4.00E+01  3.62E+01  3.75E+01  3.44E+01  4.00E+01
                    19.5 -1.45E-01 -1.45E-01 -1.45E-01  7.19E-02  4.00E+01  4.01E+01  3.68E+01  3.80E+01  3.60E+01  4.01E+01
                    20.5 -1.46E-01 -1.46E-01 -1.46E-01  7.32E-02  4.01E+01  4.02E+01  3.72E+01  3.83E+01  3.70E+01  4.02E+01
                    21.5 -1.47E-01 -1.47E-01 -1.47E-01  7.45E-02  4.02E+01  4.04E+01  3.77E+01  3.86E+01  3.79E+01  4.04E+01
                    22.5 -1.48E-01 -1.48E-01 -1.48E-01  7.58E-02  4.03E+01  4.05E+01  3.80E+01  3.89E+01  3.86E+01  4.05E+01
                    23.5 -1.49E-01 -1.49E-01 -1.49E-01  7.72E-02  4.03E+01  4.07E+01  3.82E+01  3.90E+01  3.92E+01  4.06E+01
                    24.5 -1.49E-01 -1.49E-01 -1.49E-01  7.86E-02  4.03E+01  4.07E+01  3.82E+01  3.91E+01  3.97E+01  4.07E+01
                    25.5 -1.50E-01 -1.50E-01 -1.50E-01  8.01E-02  4.02E+01  4.08E+01  3.81E+01  3.91E+01  4.00E+01  4.07E+01
                    26.5 -1.51E-01 -1.51E-01 -1.51E-01  8.17E-02  3.99E+01  4.07E+01  3.78E+01  3.89E+01  4.04E+01  4.07E+01
                    27.5 -1.52E-01 -1.52E-01 -1.52E-01  8.33E-02  3.95E+01  4.06E+01  3.73E+01  3.86E+01  4.06E+01  4.06E+01
                    28.5 -1.53E-01 -1.53E-01 -1.53E-01  8.51E-02  3.89E+01  4.03E+01  3.64E+01  3.81E+01  4.09E+01  4.03E+01
                    29.5 -1.54E-01 -1.54E-01 -1.54E-01  8.69E-02  3.80E+01  3.99E+01  3.53E+01  3.74E+01  4.10E+01  3.99E+01
                    30.5 -1.55E-01 -1.55E-01 -1.55E-01  8.89E-02  3.67E+01  3.94E+01  3.37E+01  3.64E+01  4.11E+01  3.94E+01
                    31.5 -1.56E-01 -1.56E-01 -1.56E-01  9.11E-02  3.49E+01  3.85E+01  3.18E+01  3.52E+01  4.11E+01  3.85E+01
                    32.5 -1.56E-01 -1.56E-01 -1.56E-01  9.33E-02  3.25E+01  3.74E+01  2.95E+01  3.37E+01  4.10E+01  3.74E+01
                    33.5 -1.57E-01 -1.57E-01 -1.57E-01  9.58E-02  2.96E+01  3.61E+01  2.68E+01  3.21E+01  4.09E+01  3.61E+01
                    34.5 -1.58E-01 -1.58E-01 -1.58E-01  9.84E-02  2.62E+01  3.45E+01  2.37E+01  3.02E+01  4.07E+01  3.45E+01
                    35.5 -1.58E-01 -1.58E-01 -1.58E-01  1.01E-01  2.21E+01  3.26E+01  2.04E+01  2.81E+01  4.01E+01  3.26E+01
                    36.5 -1.59E-01 -1.59E-01 -1.59E-01  1.04E-01  1.79E+01  3.06E+01  1.68E+01  2.58E+01  3.92E+01  3.06E+01
                    37.5 -1.59E-01 -1.59E-01 -1.59E-01  1.07E-01  1.36E+01  2.86E+01  1.33E+01  2.36E+01  3.75E+01  2.86E+01
