 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  8.45E+13 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
 INITIAL MIXING RATIOS OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  
    41.5   9.55E-01 -5.12E+01 -6.75E+00 -2.46E+01  1.91E+01  1.74E+01  1.08E+02  4.01E+00  3.71E+00 -3.58E-01
    42.5   9.59E-01 -5.05E+01 -7.97E+00 -2.57E+01  1.46E+01  1.28E+01  1.09E+02  4.05E+00  4.24E+00 -3.59E-01
    43.5   9.63E-01 -4.98E+01 -9.02E+00 -2.57E+01  1.11E+01  9.34E+00  1.11E+02  4.09E+00  4.89E+00 -3.59E-01
    44.5   9.60E-01 -4.92E+01 -9.90E+00 -2.50E+01  8.28E+00  6.75E+00  1.12E+02  4.13E+00  5.68E+00 -3.60E-01
    45.5   9.46E-01 -4.85E+01 -1.07E+01 -2.38E+01  6.18E+00  4.87E+00  1.13E+02  4.17E+00  6.61E+00 -3.60E-01
    46.5   9.19E-01 -4.79E+01 -1.13E+01 -2.25E+01  4.62E+00  3.52E+00  1.15E+02  4.21E+00  7.68E+00 -3.60E-01
    47.5   8.82E-01 -4.73E+01 -1.19E+01 -2.12E+01  3.46E+00  2.54E+00  1.16E+02  4.25E+00  8.91E+00 -3.61E-01
    48.5   8.65E-01 -4.71E+01 -1.25E+01 -2.04E+01  2.55E+00  1.77E+00  1.17E+02  4.27E+00  1.03E+01 -3.61E-01
    49.5   8.53E-01 -4.71E+01 -1.30E+01 -1.98E+01  1.84E+00  1.18E+00  1.17E+02  4.27E+00  1.19E+01 -3.61E-01
    50.5   8.26E-01 -4.71E+01 -1.35E+01 -1.94E+01  1.31E+00  7.42E-01  1.17E+02  4.27E+00  1.35E+01 -3.61E-01
    51.5   7.82E-01 -4.71E+01 -1.40E+01 -1.90E+01  9.13E-01  4.15E-01  1.17E+02  4.27E+00  1.51E+01 -3.61E-01
    52.5   7.52E-01 -4.74E+01 -1.45E+01 -1.92E+01  5.90E-01  1.48E-01  1.16E+02  4.24E+00  1.67E+01 -3.61E-01
    53.5   7.28E-01 -4.80E+01 -1.50E+01 -1.98E+01  3.33E-01 -6.79E-02  1.14E+02  4.20E+00  1.81E+01 -3.62E-01
    54.5   6.83E-01 -4.87E+01 -1.54E+01 -2.06E+01  1.35E-01 -2.31E-01  1.13E+02  4.16E+00  1.94E+01 -3.62E-01
    55.5   6.08E-01 -4.93E+01 -1.59E+01 -2.16E+01 -1.69E-02 -3.54E-01  1.12E+02  4.12E+00  2.05E+01 -3.62E-01
    56.5   5.01E-01 -5.00E+01 -1.64E+01 -2.27E+01 -1.35E-01 -4.46E-01  1.10E+02  4.08E+00  2.13E+01 -3.62E-01
    57.5   3.55E-01 -5.07E+01 -1.69E+01 -2.40E+01 -2.27E-01 -5.15E-01  1.09E+02  4.03E+00  2.20E+01 -3.62E-01
    58.5   1.68E-01 -5.13E+01 -1.73E+01 -2.54E+01 -2.99E-01 -5.67E-01  1.08E+02  3.99E+00  2.25E+01 -3.62E-01
    59.5  -6.46E-02 -5.20E+01 -1.78E+01 -2.70E+01 -3.58E-01 -6.06E-01  1.06E+02  3.95E+00  2.29E+01 -3.62E-01
    60.5  -3.43E-01 -5.28E+01 -1.83E+01 -2.88E+01 -4.07E-01 -6.38E-01  1.05E+02  3.91E+00  2.31E+01 -3.62E-01
    61.5  -6.66E-01 -5.35E+01 -1.88E+01 -3.06E+01 -4.48E-01 -6.65E-01  1.04E+02  3.87E+00  2.33E+01 -3.62E-01
    62.5  -1.00E+00 -5.42E+01 -1.93E+01 -3.24E+01 -4.84E-01 -6.94E-01  1.02E+02  3.83E+00  2.35E+01 -3.62E-01
    63.5  -1.05E+00 -5.73E+01 -1.98E+01 -3.73E+01 -5.56E-01 -7.32E-01  9.67E+01  3.67E+00  2.36E+01 -3.62E-01
    64.5  -1.58E+00 -5.74E+01 -2.03E+01 -3.82E+01 -5.76E-01 -7.46E-01  9.65E+01  3.66E+00  2.37E+01 -3.62E-01
    65.5  -2.08E+00 -5.74E+01 -2.07E+01 -3.90E+01 -5.95E-01 -7.61E-01  9.65E+01  3.66E+00  2.37E+01 -3.62E-01
    66.5  -2.15E+00 -5.85E+01 -2.12E+01 -4.12E+01 -6.34E-01 -7.88E-01  9.47E+01  3.61E+00  2.37E+01 -3.62E-01
    67.5  -1.91E+00 -5.91E+01 -2.17E+01 -4.27E+01 -6.69E-01 -8.22E-01  9.37E+01  3.58E+00  2.37E+01 -3.62E-01
    68.5  -1.48E+00 -6.01E+01 -2.22E+01 -4.46E+01 -7.22E-01 -8.69E-01  9.21E+01  3.53E+00  2.37E+01 -3.62E-01
    69.5  -1.13E+00 -6.09E+01 -2.27E+01 -4.61E+01 -7.84E-01 -9.24E-01  9.08E+01  3.50E+00  2.37E+01 -3.62E-01
    70.5  -8.89E-01 -6.21E+01 -2.32E+01 -4.80E+01 -8.71E-01 -9.85E-01  8.89E+01  3.44E+00  2.37E+01 -3.62E-01
    71.5  -7.51E-01 -6.27E+01 -2.37E+01 -4.88E+01 -9.48E-01 -1.04E+00  8.80E+01  3.41E+00  2.37E+01 -3.62E-01
    72.5  -6.62E-01 -6.35E+01 -2.41E+01 -4.96E+01 -1.03E+00 -1.09E+00  8.68E+01  3.38E+00  2.37E+01 -3.62E-01
    73.5  -6.06E-01 -6.41E+01 -2.45E+01 -4.98E+01 -1.10E+00 -1.13E+00  8.58E+01  3.35E+00  2.37E+01 -3.62E-01
    74.5  -5.66E-01 -6.49E+01 -2.50E+01 -5.00E+01 -1.14E+00 -1.16E+00  8.46E+01  3.32E+00  2.37E+01 -3.62E-01
    75.5  -5.41E-01 -6.55E+01 -2.53E+01 -4.95E+01 -1.15E+00 -1.16E+00  8.37E+01  3.29E+00  2.37E+01 -3.62E-01
    76.5  -5.20E-01 -6.64E+01 -2.56E+01 -4.91E+01 -1.13E+00 -1.14E+00  8.24E+01  3.26E+00  2.36E+01 -3.62E-01
    77.5  -5.06E-01 -6.70E+01 -2.58E+01 -4.82E+01 -1.07E+00 -1.10E+00  8.16E+01  3.24E+00  2.36E+01 -3.62E-01
    78.5  -4.94E-01 -6.80E+01 -2.60E+01 -4.73E+01 -1.03E+00 -1.06E+00  8.02E+01  3.20E+00  2.36E+01 -3.63E-01
    79.5  -4.87E-01 -6.85E+01 -2.59E+01 -4.51E+01 -9.98E-01 -1.01E+00  7.94E+01  3.18E+00  2.36E+01 -3.63E-01
    80.5  -4.79E-01 -6.96E+01 -2.58E+01 -4.26E+01 -8.89E-01 -9.46E-01  7.79E+01  3.14E+00  2.36E+01 -3.63E-01
    81.5  -4.57E-01 -7.01E+01 -2.56E+01 -4.45E+01 -4.87E-01 -8.55E-01  7.72E+01  3.12E+00  2.35E+01 -3.63E-01
    82.5  -4.37E-01 -7.13E+01 -2.54E+01 -4.01E+01 -3.73E-01 -8.31E-01  7.57E+01  3.08E+00  2.35E+01 -3.63E-01
    83.5  -4.29E-01 -7.18E+01 -2.53E+01 -2.41E+01 -3.55E-01 -8.25E-01  7.50E+01  3.07E+00  2.34E+01 -3.62E-01
    84.5  -4.24E-01 -7.26E+01 -2.52E+01 -5.95E+00 -3.41E-01 -8.22E-01  7.40E+01  3.05E+00  2.33E+01 -3.62E-01
    85.5  -4.15E-01 -7.35E+01 -2.51E+01  9.88E+00 -3.17E-01 -8.21E-01  7.28E+01  3.05E+00  2.32E+01 -3.62E-01
    86.5  -3.93E-01 -7.34E+01 -2.51E+01  2.32E+01 -2.82E-01 -8.20E-01  7.28E+01  3.08E+00  2.31E+01 -3.62E-01
    87.5  -3.54E-01 -7.34E+01 -2.51E+01  3.33E+01 -2.32E-01 -8.20E-01  7.29E+01  3.13E+00  2.30E+01 -3.61E-01
    88.5  -2.95E-01 -7.33E+01 -2.51E+01  4.08E+01 -1.65E-01 -8.20E-01  7.30E+01  3.20E+00  2.29E+01 -3.61E-01
    89.5  -2.16E-01 -7.32E+01 -2.51E+01  4.65E+01 -7.98E-02 -8.20E-01  7.31E+01  3.28E+00  2.27E+01 -3.61E-01
    90.5  -1.18E-01 -7.27E+01 -2.51E+01  5.13E+01  2.33E-02 -8.19E-01  7.38E+01  3.40E+00  2.25E+01 -3.61E-01
    91.5  -4.19E-03 -7.17E+01 -2.51E+01  5.55E+01  1.44E-01 -8.19E-01  7.51E+01  3.55E+00  2.23E+01 -3.61E-01
    92.5   1.21E-01 -7.11E+01 -2.51E+01  5.86E+01  2.87E-01 -8.19E-01  7.58E+01  3.71E+00  2.20E+01 -3.61E-01
    93.5   2.54E-01 -7.03E+01 -2.51E+01  6.13E+01  4.47E-01 -8.19E-01  7.68E+01  3.90E+00  2.17E+01 -3.60E-01
    94.5   3.90E-01 -6.95E+01 -2.51E+01  6.36E+01  6.26E-01 -8.19E-01  7.79E+01  4.10E+00  2.14E+01 -3.60E-01
    95.5   5.29E-01 -6.89E+01 -2.51E+01  6.53E+01  8.23E-01 -8.19E-01  7.87E+01  4.31E+00  2.10E+01 -3.60E-01
    96.5   6.63E-01 -6.81E+01 -2.51E+01  6.69E+01  1.03E+00 -8.19E-01  7.97E+01  4.54E+00  2.05E+01 -3.60E-01
    97.5   7.88E-01 -6.73E+01 -2.51E+01  6.83E+01  1.24E+00 -8.19E-01  8.08E+01  4.78E+00  2.00E+01 -3.60E-01
    98.5   8.93E-01 -6.63E+01 -2.51E+01  6.95E+01  1.46E+00 -8.19E-01  8.21E+01  5.02E+00  1.94E+01 -3.60E-01
    99.5   9.73E-01 -6.53E+01 -2.51E+01  7.04E+01  1.66E+00 -8.19E-01  8.34E+01  5.25E+00  1.88E+01 -3.60E-01
 
     Z(km)CH3QOH    CH3OQ     CH3QO     N2Q       NQ        NOQ       HNOQ      HNO2Q     HOQNO2    HO2NOQ  
     0.5  -3.21E-01 -3.21E-01 -3.21E-01  1.43E-01  5.76E+01  5.81E+01  2.92E+01  4.34E+01  2.36E+00  5.81E+01
     1.5  -3.21E-01 -3.21E-01 -3.21E-01  1.43E-01  5.84E+01  5.89E+01  2.98E+01  4.40E+01  2.85E+00  5.89E+01
     2.5  -3.21E-01 -3.21E-01 -3.21E-01  1.43E-01  6.00E+01  6.05E+01  3.10E+01  4.49E+01  3.54E+00  6.05E+01
     3.5  -3.21E-01 -3.21E-01 -3.21E-01  1.43E-01  6.24E+01  6.29E+01  3.28E+01  4.60E+01  4.39E+00  6.30E+01
     4.5  -3.21E-01 -3.21E-01 -3.21E-01  1.43E-01  6.49E+01  6.54E+01  3.49E+01  4.72E+01  5.37E+00  6.55E+01
     5.5  -3.21E-01 -3.21E-01 -3.21E-01  1.43E-01  6.69E+01  6.75E+01  3.74E+01  4.84E+01  6.41E+00  6.76E+01
     6.5  -3.21E-01 -3.21E-01 -3.21E-01  1.43E-01  6.86E+01  6.92E+01  4.03E+01  4.96E+01  7.41E+00  6.93E+01
     7.5  -3.21E-01 -3.21E-01 -3.21E-01  1.43E-01  7.00E+01  7.05E+01  4.32E+01  5.08E+01  8.25E+00  7.05E+01
     8.5  -3.21E-01 -3.21E-01 -3.21E-01  1.43E-01  7.09E+01  7.14E+01  4.52E+01  5.19E+01  8.90E+00  7.13E+01
     9.5  -3.21E-01 -3.21E-01 -3.21E-01  1.43E-01  7.14E+01  7.19E+01  4.55E+01  5.30E+01  9.48E+00  7.19E+01
    10.5  -3.21E-01 -3.21E-01 -3.21E-01  1.44E-01  7.24E+01  7.28E+01  4.56E+01  5.44E+01  1.03E+01  7.27E+01
    11.5  -3.21E-01 -3.21E-01 -3.21E-01  1.44E-01  7.48E+01  7.53E+01  4.70E+01  5.71E+01  1.22E+01  7.49E+01
    12.5  -3.21E-01 -3.20E-01 -3.20E-01  1.44E-01  7.97E+01  8.01E+01  5.22E+01  6.16E+01  1.75E+01  7.92E+01
    13.5  -3.20E-01 -3.19E-01 -3.19E-01  1.44E-01  8.26E+01  8.28E+01  5.80E+01  6.69E+01  2.71E+01  8.25E+01
    14.5  -3.19E-01 -3.19E-01 -3.19E-01  1.45E-01  8.41E+01  8.42E+01  6.39E+01  7.15E+01  3.96E+01  8.42E+01
    15.5  -3.20E-01 -3.20E-01 -3.20E-01  1.47E-01  8.50E+01  8.51E+01  6.91E+01  7.50E+01  5.18E+01  8.51E+01
    16.5  -3.21E-01 -3.21E-01 -3.21E-01  1.48E-01  8.56E+01  8.57E+01  7.31E+01  7.76E+01  6.18E+01  8.57E+01
    17.5  -3.22E-01 -3.22E-01 -3.22E-01  1.50E-01  8.60E+01  8.62E+01  7.59E+01  7.95E+01  6.91E+01  8.62E+01
    18.5  -3.23E-01 -3.23E-01 -3.23E-01  1.53E-01  8.63E+01  8.66E+01  7.78E+01  8.09E+01  7.41E+01  8.66E+01
    19.5  -3.24E-01 -3.24E-01 -3.24E-01  1.55E-01  8.65E+01  8.68E+01  7.91E+01  8.19E+01  7.76E+01  8.68E+01
    20.5  -3.26E-01 -3.26E-01 -3.26E-01  1.58E-01  8.66E+01  8.70E+01  7.99E+01  8.26E+01  8.00E+01  8.70E+01
    21.5  -3.28E-01 -3.28E-01 -3.28E-01  1.60E-01  8.70E+01  8.76E+01  8.09E+01  8.33E+01  8.22E+01  8.76E+01
    22.5  -3.30E-01 -3.30E-01 -3.30E-01  1.63E-01  8.73E+01  8.81E+01  8.16E+01  8.39E+01  8.41E+01  8.81E+01
    23.5  -3.32E-01 -3.32E-01 -3.32E-01  1.66E-01  8.74E+01  8.85E+01  8.19E+01  8.43E+01  8.56E+01  8.85E+01
    24.5  -3.34E-01 -3.34E-01 -3.34E-01  1.69E-01  8.73E+01  8.88E+01  8.18E+01  8.43E+01  8.69E+01  8.88E+01
    25.5  -3.36E-01 -3.36E-01 -3.36E-01  1.73E-01  8.68E+01  8.88E+01  8.12E+01  8.41E+01  8.80E+01  8.88E+01
    26.5  -3.38E-01 -3.38E-01 -3.38E-01  1.76E-01  8.59E+01  8.87E+01  7.99E+01  8.33E+01  8.89E+01  8.87E+01
    27.5  -3.40E-01 -3.40E-01 -3.40E-01  1.79E-01  8.45E+01  8.83E+01  7.78E+01  8.21E+01  8.98E+01  8.82E+01
    28.5  -3.42E-01 -3.42E-01 -3.42E-01  1.83E-01  8.22E+01  8.74E+01  7.47E+01  8.03E+01  9.05E+01  8.74E+01
    29.5  -3.43E-01 -3.43E-01 -3.43E-01  1.87E-01  7.90E+01  8.60E+01  7.06E+01  7.77E+01  9.10E+01  8.60E+01
    30.5  -3.45E-01 -3.45E-01 -3.45E-01  1.91E-01  7.45E+01  8.40E+01  6.52E+01  7.44E+01  9.15E+01  8.40E+01
    31.5  -3.47E-01 -3.47E-01 -3.47E-01  1.96E-01  6.82E+01  8.10E+01  5.84E+01  7.01E+01  9.17E+01  8.10E+01
    32.5  -3.49E-01 -3.49E-01 -3.49E-01  2.01E-01  5.99E+01  7.70E+01  5.03E+01  6.50E+01  9.16E+01  7.71E+01
    33.5  -3.50E-01 -3.50E-01 -3.50E-01  2.06E-01  5.01E+01  7.26E+01  4.12E+01  5.94E+01  9.20E+01  7.27E+01
    34.5  -3.51E-01 -3.51E-01 -3.51E-01  2.12E-01  3.83E+01  6.73E+01  3.10E+01  5.30E+01  9.19E+01  6.74E+01
    35.5  -3.53E-01 -3.53E-01 -3.53E-01  2.18E-01  2.48E+01  6.11E+01  1.99E+01  4.61E+01  9.11E+01  6.12E+01
    36.5  -3.54E-01 -3.54E-01 -3.54E-01  2.25E-01  1.05E+01  5.44E+01  8.39E+00  3.89E+01  8.93E+01  5.45E+01
    37.5  -3.55E-01 -3.55E-01 -3.55E-01  2.31E-01 -3.45E+00  4.78E+01 -2.91E+00  3.17E+01  8.59E+01  4.80E+01
    38.5  -3.56E-01 -3.56E-01 -3.56E-01  2.38E-01 -1.60E+01  4.19E+01 -1.32E+01  2.52E+01  8.04E+01  4.20E+01
    39.5  -3.57E-01 -3.57E-01 -3.57E-01  2.46E-01 -2.64E+01  3.69E+01 -2.17E+01  1.97E+01  7.25E+01  3.71E+01
    40.5  -3.57E-01 -3.57E-01 -3.57E-01  2.53E-01 -3.40E+01  3.33E+01 -2.79E+01  1.56E+01  6.23E+01  3.33E+01
    41.5  -3.58E-01 -3.58E-01 -3.58E-01  2.60E-01 -3.91E+01  3.07E+01 -3.19E+01  1.28E+01  5.11E+01  3.08E+01
    42.5  -3.59E-01 -3.59E-01 -3.59E-01  2.67E-01 -4.23E+01  2.90E+01 -3.40E+01  1.12E+01  4.01E+01  2.91E+01
    43.5  -3.59E-01 -3.59E-01 -3.59E-01  2.74E-01 -4.42E+01  2.80E+01 -3.49E+01  1.03E+01  3.06E+01  2.80E+01
    44.5  -3.60E-01 -3.60E-01 -3.60E-01  2.80E-01 -4.52E+01  2.72E+01 -3.51E+01  9.96E+00  2.30E+01  2.73E+01
    45.5  -3.60E-01 -3.60E-01 -3.60E-01  2.85E-01 -4.56E+01  2.67E+01 -3.47E+01  9.91E+00  1.72E+01  2.68E+01
    46.5  -3.60E-01 -3.60E-01 -3.60E-01  2.90E-01 -4.57E+01  2.64E+01 -3.41E+01  1.00E+01  1.29E+01  2.64E+01
    47.5  -3.61E-01 -3.61E-01 -3.61E-01  2.94E-01 -4.57E+01  2.60E+01 -3.34E+01  1.02E+01  9.66E+00  2.60E+01
    48.5  -3.61E-01 -3.61E-01 -3.61E-01  2.97E-01 -4.58E+01  2.49E+01 -3.31E+01  9.87E+00  7.25E+00  2.50E+01
    49.5  -3.61E-01 -3.61E-01 -3.61E-01  3.00E-01 -4.61E+01  2.34E+01 -3.30E+01  9.19E+00  5.44E+00  2.35E+01
    50.5  -3.61E-01 -3.61E-01 -3.61E-01  3.03E-01 -4.63E+01  2.19E+01 -3.28E+01  8.35E+00  4.08E+00  2.19E+01
    51.5  -3.61E-01 -3.61E-01 -3.61E-01  3.05E-01 -4.64E+01  2.02E+01 -3.27E+01  7.34E+00  3.05E+00  2.02E+01
    52.5  -3.61E-01 -3.61E-01 -3.61E-01  3.07E-01 -4.69E+01  1.76E+01 -3.30E+01  5.77E+00  2.26E+00  1.77E+01
    53.5  -3.62E-01 -3.62E-01 -3.62E-01  3.08E-01 -4.76E+01  1.44E+01 -3.37E+01  3.67E+00  1.64E+00  1.46E+01
    54.5  -3.62E-01 -3.62E-01 -3.62E-01  3.09E-01 -4.83E+01  1.10E+01 -3.45E+01  1.27E+00  1.17E+00  1.12E+01
    55.5  -3.62E-01 -3.62E-01 -3.62E-01  3.10E-01 -4.90E+01  7.37E+00 -3.53E+01 -1.35E+00  8.08E-01  7.59E+00
    56.5  -3.62E-01 -3.62E-01 -3.62E-01  3.11E-01 -4.97E+01  3.51E+00 -3.62E+01 -4.18E+00  5.28E-01  3.76E+00
    57.5  -3.62E-01 -3.62E-01 -3.62E-01  3.11E-01 -5.04E+01 -5.37E-01 -3.72E+01 -7.18E+00  3.14E-01 -2.53E-01
    58.5  -3.62E-01 -3.62E-01 -3.62E-01  3.12E-01 -5.12E+01 -4.67E+00 -3.83E+01 -1.03E+01  1.49E-01 -4.36E+00
    59.5  -3.62E-01 -3.62E-01 -3.62E-01  3.12E-01 -5.19E+01 -8.76E+00 -3.94E+01 -1.35E+01  2.22E-02 -8.44E+00
    60.5  -3.62E-01 -3.62E-01 -3.62E-01  3.12E-01 -5.26E+01 -1.26E+01 -4.07E+01 -1.67E+01 -7.40E-02 -1.23E+01
    61.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -5.33E+01 -1.62E+01 -4.20E+01 -1.99E+01 -1.47E-01 -1.59E+01
    62.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -5.41E+01 -1.92E+01 -4.33E+01 -2.30E+01 -2.03E-01 -1.92E+01
    63.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -5.72E+01 -2.37E+01 -4.72E+01 -2.64E+01 -2.48E-01 -2.32E+01
    64.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -5.73E+01 -2.51E+01 -4.77E+01 -2.84E+01 -2.77E-01 -2.49E+01
    65.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -5.73E+01 -2.61E+01 -4.82E+01 -2.99E+01 -2.99E-01 -2.61E+01
    66.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -5.84E+01 -2.76E+01 -4.97E+01 -3.14E+01 -3.17E-01 -2.74E+01
    67.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -5.89E+01 -2.85E+01 -5.08E+01 -3.27E+01 -3.29E-01 -2.84E+01
    68.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -5.99E+01 -2.94E+01 -5.22E+01 -3.40E+01 -3.38E-01 -2.93E+01
    69.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -6.07E+01 -3.01E+01 -5.34E+01 -3.51E+01 -3.45E-01 -3.01E+01
    70.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -6.19E+01 -3.09E+01 -5.49E+01 -3.60E+01 -3.50E-01 -3.08E+01
    71.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -6.25E+01 -3.13E+01 -5.56E+01 -3.67E+01 -3.54E-01 -3.13E+01
    72.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -6.32E+01 -3.18E+01 -5.64E+01 -3.73E+01 -3.56E-01 -3.17E+01
    73.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -6.38E+01 -3.21E+01 -5.68E+01 -3.77E+01 -3.58E-01 -3.21E+01
    74.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -6.46E+01 -3.25E+01 -5.73E+01 -3.80E+01 -3.59E-01 -3.24E+01
    75.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -6.52E+01 -3.28E+01 -5.74E+01 -3.81E+01 -3.60E-01 -3.28E+01
    76.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -6.61E+01 -3.33E+01 -5.76E+01 -3.83E+01 -3.61E-01 -3.31E+01
    77.5  -3.62E-01 -3.62E-01 -3.62E-01  3.13E-01 -6.67E+01 -3.36E+01 -5.75E+01 -3.83E+01 -3.62E-01 -3.35E+01
    78.5  -3.63E-01 -3.63E-01 -3.63E-01  3.13E-01 -6.76E+01 -3.40E+01 -5.74E+01 -3.83E+01 -3.62E-01 -3.39E+01
    79.5  -3.63E-01 -3.63E-01 -3.63E-01  3.13E-01 -6.82E+01 -3.43E+01 -5.67E+01 -3.82E+01 -3.63E-01 -3.42E+01
    80.5  -3.63E-01 -3.63E-01 -3.63E-01  3.13E-01 -6.92E+01 -3.48E+01 -5.60E+01 -3.80E+01 -3.63E-01 -3.46E+01
    81.5  -3.63E-01 -3.63E-01 -3.63E-01  3.13E-01 -7.01E+01 -3.53E+01 -5.71E+01 -3.80E+01 -3.63E-01 -3.47E+01
    82.5  -3.63E-01 -3.61E-01 -3.61E-01  3.13E-01 -7.13E+01 -3.64E+01 -5.58E+01 -3.80E+01 -3.63E-01 -3.48E+01
    83.5  -3.62E-01 -3.58E-01 -3.58E-01  3.13E-01 -7.18E+01 -3.95E+01 -4.91E+01 -3.80E+01 -3.63E-01 -3.49E+01
    84.5  -3.62E-01 -3.52E-01 -3.52E-01  3.13E-01 -7.26E+01 -4.70E+01 -4.05E+01 -3.80E+01 -3.63E-01 -3.49E+01
    85.5  -3.62E-01 -3.45E-01 -3.45E-01  3.13E-01 -7.35E+01 -5.68E+01 -3.28E+01 -3.80E+01 -3.63E-01 -3.50E+01
    86.5  -3.62E-01 -3.36E-01 -3.36E-01  3.14E-01 -7.34E+01 -6.37E+01 -2.60E+01 -3.80E+01 -3.62E-01 -3.50E+01
    87.5  -3.61E-01 -3.27E-01 -3.27E-01  3.14E-01 -7.34E+01 -6.75E+01 -2.07E+01 -3.80E+01 -3.62E-01 -3.51E+01
    88.5  -3.61E-01 -3.18E-01 -3.18E-01  3.15E-01 -7.33E+01 -6.95E+01 -1.67E+01 -3.80E+01 -3.62E-01 -3.51E+01
    89.5  -3.61E-01 -3.09E-01 -3.09E-01  3.16E-01 -7.32E+01 -7.05E+01 -1.37E+01 -3.80E+01 -3.61E-01 -3.52E+01
    90.5  -3.61E-01 -3.01E-01 -3.01E-01  3.17E-01 -7.27E+01 -7.05E+01 -1.10E+01 -3.80E+01 -3.60E-01 -3.53E+01
    91.5  -3.61E-01 -2.93E-01 -2.93E-01  3.20E-01 -7.17E+01 -6.98E+01 -8.40E+00 -3.80E+01 -3.59E-01 -3.53E+01
    92.5  -3.61E-01 -2.86E-01 -2.86E-01  3.23E-01 -7.11E+01 -6.95E+01 -6.48E+00 -3.80E+01 -3.58E-01 -3.54E+01
    93.5  -3.60E-01 -2.80E-01 -2.80E-01  3.26E-01 -7.03E+01 -6.89E+01 -4.71E+00 -3.80E+01 -3.55E-01 -3.55E+01
    94.5  -3.60E-01 -2.74E-01 -2.74E-01  3.31E-01 -6.95E+01 -6.82E+01 -3.15E+00 -3.80E+01 -3.52E-01 -3.56E+01
    95.5  -3.60E-01 -2.69E-01 -2.69E-01  3.35E-01 -6.89E+01 -6.77E+01 -1.94E+00 -3.80E+01 -3.48E-01 -3.57E+01
    96.5  -3.60E-01 -2.65E-01 -2.65E-01  3.40E-01 -6.81E+01 -6.70E+01 -7.29E-01 -3.80E+01 -3.41E-01 -3.59E+01
    97.5  -3.60E-01 -2.62E-01 -2.62E-01  3.44E-01 -6.73E+01 -6.63E+01  3.61E-01 -3.80E+01 -3.32E-01 -3.60E+01
    98.5  -3.60E-01 -2.59E-01 -2.59E-01  3.48E-01 -6.63E+01 -6.54E+01  1.47E+00 -3.80E+01 -3.21E-01 -3.62E+01
    99.5  -3.60E-01 -2.58E-01 -2.58E-01  3.50E-01 -6.53E+01 -6.45E+01  2.41E+00 -3.80E+01 -3.08E-01 -3.64E+01
 
     Z(km)  NO2Q      N2O4Q     N2QO4     OQ        SQ        SOQ       H2SO3Q    HSQ       COQ       HQO     
     0.5   6.80E+01  6.40E+01  6.40E+01 -3.23E-01  3.53E+01  1.96E+00  1.34E+00  9.91E+01  2.42E-01 -1.77E-01
     1.5   6.60E+01  6.31E+01  6.31E+01 -3.23E-01  4.10E+01  2.09E+00  1.51E+00  9.83E+01  2.42E-01 -1.22E-01
     2.5   6.41E+01  6.27E+01  6.27E+01 -3.23E-01  4.52E+01  2.20E+00  1.75E+00  9.73E+01  2.43E-01 -3.18E-02
     3.5   6.30E+01  6.30E+01  6.30E+01 -3.23E-01  4.90E+01  2.29E+00  2.12E+00  9.63E+01  2.44E-01  1.12E-01
     4.5   6.21E+01  6.34E+01  6.34E+01 -3.23E-01  5.23E+01  2.36E+00  2.63E+00  9.51E+01  2.45E-01  3.44E-01
     5.5   6.10E+01  6.35E+01  6.35E+01 -3.23E-01  5.47E+01  2.39E+00  3.31E+00  9.37E+01  2.48E-01  7.12E-01
     6.5   5.96E+01  6.34E+01  6.34E+01 -3.23E-01  5.61E+01  2.39E+00  4.17E+00  9.23E+01  2.50E-01  1.26E+00
     7.5   5.82E+01  6.31E+01  6.31E+01 -3.23E-01  5.67E+01  2.35E+00  5.08E+00  9.07E+01  2.54E-01  1.94E+00
     8.5   5.72E+01  6.30E+01  6.30E+01 -3.23E-01  5.68E+01  2.31E+00  5.72E+00  8.90E+01  2.58E-01  2.45E+00
     9.5   5.66E+01  6.30E+01  6.30E+01 -3.23E-01  5.67E+01  2.33E+00  5.95E+00  8.72E+01  2.64E-01  2.58E+00
